representation,clustering_method,cluster_id,size,top_terms,output_path,status
tfidf,hdbscan,235,48,num_token; reg_dword_le; path_token; reg_sz; source_reg; hkey_local_machine; behavior; regkeypathredirect; reg_binary; mergealgorithm; policytype; software; regvaluenameredirect; admxmetadatadevice; admxmetadatauser; admxmetadataboth; settings; nt; defender; restrict_run,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_235.png,ok
tfidf,hdbscan,236,2077,path_token; source_file; visual; studio; tmlanguage,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_236.png,ok
tfidf,hdbscan,237,15,path_token; source_file; visual; studio; tmsnippet; snippet; plist; req; unchecked; endforeach; comparable; comp; float; propfull; line; unless; foreach; defds,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_237.png,ok
tfidf,hdbscan,238,35,num_token; reg_dword_le; path_token; reg_sz; source_reg; hkey_local_machine; reg_qword; hex_token; behavior; mergealgorithm; policytype; highrange; lowrange; enablelevel; enableproperty; enabled; matchallkeyword; matchanykeyword; value; software,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_238.png,ok
tfidf,hdbscan,239,15,reg_dword_le; num_token; path_token; source_reg; hkey_local_machine; reg_sz; configflags; configscope; service; executionmode; namespace; cimv; providertype; usbohci; ebdrv; storufs; vdrvroot; tpm; prt; bdrv,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_239.png,ok
tfidf,hdbscan,240,22,source_reg; hkey_local_machine; path_token; reg_sz; ec; num_token; aa; hex_token,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_240.png,ok
tfidf,hdbscan,241,18,source_reg; hkey_local_machine; path_token; reg_sz; aa; num_token; ef; hex_token,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_241.png,ok
tfidf,hdbscan,242,33,reg_dword_le; num_token; source_reg; hkey_local_machine; path_token; acsettingindex; dcsettingindex; enabledstate; enabledstateoptions; userconsentpromptrequired; userconsentrequired; codepage; enablelevel; enabled; terminateapponaccesschange; internetencoding; descriptionid; ispinnedtonamespacetree_old; devicecharacteristics; devicetype,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_242.png,ok
tfidf,hdbscan,243,33,num_token; reg_dword_le; path_token; source_reg; hkey_local_machine; audioplaceholder; accentcharpenalty; editdistancepenalty; fuzzyspacepenalty; wildcardpenalty; country; current; downloadsize; entrycount; enableuseradaptation; language; autoaccent; autoapostrophe; autocorrecteditdistanceweight; autocorrectminscorediff,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_243.png,ok
tfidf,hdbscan,244,78,num_token; update; source_file; parent; source; reason; usn_reason_file_create; usn_reason_basic_info_change; usn_reason_close,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_244.png,ok
tfidf,hdbscan,245,17,num_token; update; source_file; lib; parent; source; reason; usn_reason_data_extend; usn_reason_file_create; usn_reason_close; comsuppw; libcmt; vcruntime; msvcmrt; libconcrt; vcxproj; msvcrtd; vccorlib; legacy_x; _flt_exceptions,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_245.png,ok
tfidf,hdbscan,246,54,num_token; update; source_file; ngen; log; parent; source; reason; usn_reason_data_extend; usn_reason_close,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_246.png,ok
tfidf,hdbscan,247,26,num_token; update; source_file; setupapi; dev; log; parent; source; reason; usn_reason_data_extend; usn_reason_data_truncation; usn_reason_close,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_247.png,ok
tfidf,hdbscan,248,19,num_token; update; source_file; setupapi; dev; log; parent; source; reason; usn_reason_data_extend; usn_reason_data_truncation,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_248.png,ok
tfidf,hdbscan,249,22,num_token; update; source_file; setupapi; dev; log; parent; source; reason; usn_reason_data_extend,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_249.png,ok
tfidf,hdbscan,250,45,num_token; update; source_file; ngen; log; parent; source; reason; usn_reason_data_extend,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_250.png,ok
tfidf,hdbscan,251,29,num_token; update; source_file; parent; source; reason; usn_reason_file_create; usn_reason_close,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_251.png,ok
tfidf,hdbscan,252,16,num_token; update; source_file; parent; source; reason; usn_reason_data_extend; usn_reason_file_create; usn_reason_basic_info_change; usn_reason_named_data_extend; usn_reason_reparse_point_change; usn_reason_stream_change; usn_reason_close; svg; qml; ondemandfiles; fre_email_hrd_win; scrollview; northamerica; vaultintro,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_252.png,ok
tfidf,hdbscan,253,101,source_reg; hkey_local_machine; path_token; reg_sz; hex_token; bc; fb; ce; cb; afa; dc; fe; bdce; ebd; ec; ee; fa; edd; ada; bbd,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_253.png,ok
tfidf,hdbscan,254,15,source_reg; hkey_local_machine; path_token; reg_sz; hex_token; ab; ec; dc; abd; fa; df; ece,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_254.png,ok
tfidf,hdbscan,255,74,num_token; update; source_file; parent; source; reason; usn_reason_file_create; usn_reason_basic_info_change,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_255.png,ok
tfidf,hdbscan,256,28,num_token; update; source_file; dll; parent; source; reason; usn_reason_close; usn_reason_hard_link_change; usn_reason_ea_change; visualstudio; pdfpreviewhandler; designtools; xamldesignerhost; resources; widevinecdm; libssl; wsp_health; search; implementation,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_256.png,ok
tfidf,hdbscan,257,19,num_token; update; source_file; dll; parent; source; reason; usn_reason_data_extend; usn_reason_named_data_extend; usn_reason_file_create; usn_reason_basic_info_change; usn_reason_reparse_point_change; usn_reason_stream_change; usn_reason_close; api; ms; win; core; qt; vcruntime,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_257.png,ok
tfidf,hdbscan,258,51,num_token; update; source_file; xml; parent; source; reason; usn_reason_rename_new_name; cab; usn_reason_close; usn_reason_rename_old_name; compdb; mx; pl; kr; ee; gb; nl; se; ru,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_258.png,ok
tfidf,hdbscan,259,19,num_token; hex_token; update; source_file; parent; source; reason; usn_reason_data_extend; usn_reason_file_create; usn_reason_close; _s; rslc; ebdb; pckgdep; ea; ec; df; cf; down_meta,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_259.png,ok
tfidf,hdbscan,260,54,num_token; update; source_file; hex_token; parent; source; reason; usn_reason_data_extend; usn_reason_file_create; ca; ee; fb; _cd; ce; _system; cdf; ms,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_260.png,ok
tfidf,hdbscan,261,15,num_token; update; source_file; net; parent; source; reason; usn_reason_file_create; usn_reason_close; portable; win; wp; wpa; isolated,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_261.png,ok
tfidf,hdbscan,262,28,num_token; update; source_file; parent; source; reason; usn_reason_data_extend; usn_reason_data_truncation; usn_reason_close; shm; staterepository; srd; rbs; machine; db; js; adoptionheartbeat; downloadcache; updatepolicy; settings,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_262.png,ok
tfidf,hdbscan,263,17,num_token; update; source_file; parent; source; reason; usn_reason_data_extend; usn_reason_close; ini; txt; sqlwriterlogger; f_; shortcuts; options; newtab; desktop; sqlwriterconfig; dberr; vgauth; conf,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_263.png,ok
tfidf,hdbscan,264,116,num_token; update; xml; source_file; parent; source; reason; usn_reason_data_extend; usn_reason_file_create; io; net; runtime; rd; reflection; text; compression; threading; regularexpressions; networkinformation; filesystem,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_264.png,ok
tfidf,hdbscan,265,19,num_token; update; source_file; json; temp; parent; source; reason; usn_reason_file_create; state; _package; packages,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_265.png,ok
tfidf,hdbscan,266,47,num_token; update; source_file; hex_token; parent; source; reason; usn_reason_data_extend; usn_reason_file_create; usn_reason_close,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_266.png,ok
tfidf,hdbscan,267,51,num_token; update; source_file; dll; parent; source; reason; usn_reason_security_change; runtime; _app; pad; console; host; resources; text; msvcp; primitives; io; encodings; web,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_267.png,ok
tfidf,hdbscan,268,56,num_token; update; source_file; hex_token; parent; source; reason; usn_reason_rename_new_name; usn_reason_rename_old_name; usn_reason_basic_info_change; usn_reason_data_overwrite; usn_reason_compression_change; usn_reason_data_extend; usn_reason_indexable_change; cab; vstelaif; cbd; dbb; da,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_268.png,ok
tfidf,hdbscan,269,46,num_token; update; source_file; dll; parent; source; reason; usn_reason_security_change; usn_reason_close; threading; _app; tasks; runtime; security; cryptography; encoding; vm; collections; diagnostics; io,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_269.png,ok
tfidf,hdbscan,270,16,num_token; update; source_file; log; parent; source; reason; usn_reason_data_extend; usn_reason_file_create; dat; wlms; activationstore; dd_setup_; _microsoft; visualcpp; settings; dtcinstall; sammui; pgo; usrclass,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_270.png,ok
tfidf,hdbscan,271,89,num_token; update; source_file; parent; source; reason; usn_reason_data_extend; usn_reason_file_create; usn_reason_close; cpp; svg; usn_reason_reparse_point_change; xaml; exe; asm; arm; props; vstemplate; pch; dat,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_271.png,ok
tfidf,hdbscan,272,56,num_token; update; source_file; parent; source; reason; usn_reason_basic_info_change; usn_reason_close; usn_reason_indexable_change; rbf; bd; dat; desktop; ac; mum; ini; exe; inethistory; language; temporary,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_272.png,ok
tfidf,hdbscan,273,29,num_token; update; source_file; parent; source; reason; usn_reason_close; usn_reason_hard_link_change; pak; exe; nn; identity_helper; sparse; msix; jsbytecodecache_; msedge; sig; kn; filesyncconfig; desktop,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_273.png,ok
tfidf,hdbscan,274,25,source_reg; hkey_local_machine; path_token; reg_sz; __fiiterator_; psfactorybuffer; _windows__cinternal__cstaterepository__cappextensionhost; _windows__cinternal__cstaterepository__csecondarytileuserchangelog; _windows__cinternal__cstaterepository__cendoflifepackage; _windows__cdevices__csmartcards__csmartcardautomaticresponseapdu; _windows__cinternal__cstaterepository__csharedpackagecontainer; _windows__cinternal__cstaterepository__cmigratorpatch; __fiasyncoperationcompletedhandler_; ___fivectorview_; _windows__capplicationmodel__ccore__crestrictedappcontainer; _windows__cdevices__cgpio__cprovider__cigpiocontrollerprovider; _webruntime__curireputationaction; ___fikeyvaluepair_; _hstring_windows__capplicationmodel__cwallet__cwalletitemcustomproperty; _windows__cinternal__cstaterepository__cpackagefamilypolicy,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_274.png,ok
tfidf,hdbscan,275,25,num_token; update; source_file; exe; parent; source; reason; usn_reason_security_change; usn_reason_close; pf; svchost; msedgewebview; mpsigstub; wmiprvse; drvinst; ffa; vsinitializer; ngentask; db; ada,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_275.png,ok
tfidf,hdbscan,276,51,num_token; update; source_file; js; parent; source; reason; usn_reason_security_change; usn_reason_close; index; vscode; definition; styles; swiper; neutral; layer; entity; removeslide; toolbar; replace,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_276.png,ok
tfidf,hdbscan,277,37,num_token; update; source_file; parent; source; reason; usn_reason_data_extend; usn_reason_data_truncation; shm; usn_reason_security_change; msi; dat; sqlite; staterepository; srd; settings; prefs; js; updateheartbeatscan; rsegmnoittet,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_277.png,ok
tfidf,hdbscan,278,27,num_token; update; source_file; json; temp; parent; source; reason; usn_reason_rename_old_name; state; _package; packages,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_278.png,ok
tfidf,hdbscan,279,104,num_token; update; xml; source_file; parent; source; reason; usn_reason_data_overwrite; usn_reason_data_extend; usn_reason_file_create; usn_reason_basic_info_change; usn_reason_close; runtime; net; diagnostics; ui; io; reflection; xaml; primitives,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_279.png,ok
tfidf,hdbscan,280,642,source_reg; hkey_local_machine; path_token; reg_sz; iasyncoperationcompletedhandler_; ivectorview_; iiterator_; __x_windows_cdevices_ci; __x_windows_cai_cmachinelearning_citensoruint; bit; iprinting; msinkaut; systemsettings; datamodel; _windows__cdata__cpdf__cinternal__cpdfcommandinfo; iasyncoperationwithprogresscompletedhandler_; ivsthreadedwaitdialog; iasyncoperationprogresshandler_; msrdp; ivdsdiskpartitionmf,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_280.png,ok
tfidf,hdbscan,281,23,num_token; update; source_file; api; ms; win; dll; parent; source; reason; usn_reason_data_extend; usn_reason_file_create; core; crt; usn_reason_reparse_point_change; datetime; usn_reason_stream_change; winrt; math; security,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_281.png,ok
tfidf,hdbscan,282,24,num_token; hex_token; update; source_file; parent; source; reason; _s; rslc; usn_reason_file_create; usn_reason_data_truncation; usn_reason_close; ea; usn_reason_indexable_change; usn_reason_basic_info_change; ebdb; fontcache; fontset; dat; ec,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_282.png,ok
tfidf,hdbscan,283,16,num_token; update; es; source_file; parent; source; reason; usn_reason_file_create; usn_reason_close,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_283.png,ok
tfidf,hdbscan,284,51,num_token; update; source_file; hex_token; parent; source; reason; usn_reason_file_create; automaticdestinations; ms; tbres,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_284.png,ok
tfidf,hdbscan,285,32,num_token; update; source_file; json; parent; source; reason; usn_reason_rename_new_name; state; usn_reason_close; packages; _package; activity; stream; discovery_stream,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_285.png,ok
tfidf,hdbscan,286,27,num_token; update; source_file; exe; parent; source; reason; usn_reason_security_change; pf; msedgewebview; svchost; dllhost; setup; stable; identity_helper; manifest; widgets; unifiedinstaller; wlrmdr; cd,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_286.png,ok
tfidf,hdbscan,287,62,num_token; update; source_file; js; parent; source; reason; usn_reason_security_change; definition; index; styles; open; ui; template; swiper; breadcrumb; options; design; color; tree,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_287.png,ok
tfidf,hdbscan,288,36,source_reg; hkey_local_machine; path_token; reg_sz; itypedeventhandler_; __fiiterable_; __fivectorview_; __fitypedeventhandler_; __fiasyncoperation_; iasyncoperation_; ___fivectorview_; _windows__cdevices__cradios__cradio; _windows__cdevices__clights__clamp_windows__cdevices__clights__clampavailabilitychangedeventargs; _windows__cspeech__cshell__cservices__cvoiceshelluiautomation_hstring; _windows__cinternal__cstaterepository__cappinstaller; _windows__cinternal__cstaterepository__cpackagefamilyuser; _windows__cdevices__cpointofservice__cprovider__cpaymentdeviceconnection_windows__cdevices__cpointofservice__cprovider__cpaymentdevicepaymentrequesteventargs; _windows__csecurity__ccryptography__ccertificates__ccertificatechain; _windows__cdevices__cwifidirect__cservices__cwifidirectserviceadvertiser_iinspectable; _windows__capplicationmodel__cpayments__cpaymentitem,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_288.png,ok
tfidf,hdbscan,289,22,source_reg; hkey_local_machine; path_token; reg_sz; __fivector_; __fiasyncoperationcompletedhandler_; __fiasyncoperation_; ___fivectorview_; _windows__capplicationmodel__cstore__cpreview__cstorepreviewproductinfo; _windows__csecurity__cauthentication__cidentity__cprovider__csecondaryauthenticationfactordevicepresencemonitoringregistrationstatus; _windows__capplicationmodel__cconversationalagent__cactivationsignaldetectionconfigurationsetmodeldataresult; _windows__cinternal__cstaterepository__cappinstalleruri; _windows__capplicationmodel__cstore__cpreview__cstorepreviewskuinfo; _windows__cinternal__cstaterepository__cpackage; _windows__cinternal__cstaterepository__cprimarytileview; _windows__csecurity__centerprisedata__cdataprotectioninfo; _windows__cdevices__ccustom__ccustomdevice; _windows__capplicationmodel__cconversationalagent__cactivationsignaldetectionconfiguration; _windows__csecurity__centerprisedata__cfileprotectionstatus; _windows__cnetworking__cservicediscovery__cdnssd__cdnssdregistrationresult,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_289.png,ok
tfidf,hdbscan,290,16,num_token; update; source_file; dll; mui; parent; source; reason; usn_reason_data_extend; usn_reason_file_create; filesync; localizedresources; usn_reason_reparse_point_change; usn_reason_stream_change; softwarelogo; appxmanifestresourcesvalidation; tests; appxpackaging,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_290.png,ok
tfidf,hdbscan,291,109,num_token; update; xml; source_file; parent; source; reason; usn_reason_data_overwrite; usn_reason_data_extend; usn_reason_file_create; usn_reason_basic_info_change; runtime; componentmodel; net; io; security; windowsruntime; primitives; linq; reflection,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_291.png,ok
tfidf,hdbscan,292,98,num_token; update; xml; source_file; parent; source; reason; usn_reason_file_create; net; runtime; reflection; io; linq; extensions; componentmodel; rd; printing; media; diagnostics; compression,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_292.png,ok
tfidf,hdbscan,293,28,num_token; update; source_file; parent; source; reason; usn_reason_rename_new_name; usn_reason_close; mum; language; bin; pay; dat; bak; safe; current; jpan; dd; th; basic,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_293.png,ok
tfidf,hdbscan,294,37,num_token; hex_token; source_evt; provider; identifier; fd; cae; bcd; source; store; strings; onecoreuap; path_token; computer; windeveval; record; event; level; hr; failure,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_294.png,ok
tfidf,hdbscan,295,161,num_token; update; source_file; parent; source; reason; usn_reason_security_change; usn_reason_close; pak; unverified; ts; f_; resources; pri; roamingstate; appxsignature; rbs; bin; msi; effect,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_295.png,ok
tfidf,hdbscan,296,18,num_token; update; source_file; svg; parent; source; reason; usn_reason_security_change; usn_reason_close; naturalpencilicon; crayonicon; polygontool; rotateright; cloudcallouttool; downarrowtool; uparrowtool; zoomindisabled; magnifiertool; curvedarrowtool; dark,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_296.png,ok
tfidf,hdbscan,297,21,num_token; update; source_file; parent; source; reason; usn_reason_data_extend; ini; activationstore; dat; bin; options; desktop; f_; sqlwriterlogger; txt; sitesecurityservicestate; cookies; journal; sdk,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_297.png,ok
tfidf,hdbscan,298,33,num_token; hex_token; current; null; source_evt; provider; identifier; ac; source; install; agent; strings; installservice; inproc; caller; thread; impersonating; using; process; localsystem,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_298.png,ok
tfidf,hdbscan,299,58,num_token; update; source_file; parent; source; reason; usn_reason_basic_info_change; usn_reason_rename_old_name; rbf; pay; bd; usn_reason_indexable_change; inetcache; content; ae; inethistory; ea; ce; burn; fe,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_299.png,ok
tfidf,hdbscan,300,26,num_token; update; source_file; parent; source; reason; usn_reason_data_truncation; shm; sqlite; db; etl; updatepolicyscenarioreliabilityaggregator; bootperfdiaglogger; rsegmnoittet; es; schedule; scan; backupnonmaintenance; variations; settings,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_300.png,ok
tfidf,hdbscan,301,40,num_token; update; source_file; parent; source; reason; usn_reason_rename_old_name; mum; pay; language; af; ar; dat; ac; _en_us; cb; basic; texttospeech; id; es,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_301.png,ok
tfidf,hdbscan,302,22,num_token; update; source_file; parent; source; reason; usn_reason_rename_new_name; language; mum; pay; bd; rbf; safe; bin; dat; ac; beng; lv; sk; handwriting,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_302.png,ok
tfidf,hdbscan,303,53,num_token; hex_token; path_token; install; source_evt; provider; identifier; ac; source; agent; strings; onecoreuap; computer; windeveval; record; event; level; xa; uwainstallwork; progress,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_303.png,ok
tfidf,hdbscan,304,37,num_token; source_evt; provider; identifier; ac; hex_token; source; install; agent; strings; queue; state; working; pending; idle; xa; installqueue; _findnextpendingitem; onecoreuap; path_token,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_304.png,ok
tfidf,hdbscan,305,16,num_token; update; source_file; svg; parent; source; reason; usn_reason_security_change; resize; cocreator; colors; calligraphybrushicon; dark_feedshimmer_m; bgremoval; linetool; uparrow; magnifiertool; diamondtool; eyeoff; fourpointstartool,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_305.png,ok
tfidf,hdbscan,306,51,num_token; hex_token; source_evt; provider; identifier; source; strings; computer; windeveval; record; event; level; cd; pushnotifications; platform; appreadiness; wekyb; bbwe; install; txyewy,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_306.png,ok
tfidf,hdbscan,307,62,num_token; update; source_file; parent; source; reason; usn_reason_file_create; usn_reason_close; monotouch; ja; wp; wpa; jp; libraries; gl; nso; za; agents; windowsalarms; aggregatorstorage,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_307.png,ok
tfidf,hdbscan,308,111,num_token; hex_token; source_evt; provider; source; strings; computer; record; event; level; identifier; windeveval; path_token; cc; ba; fa; dbe; cf; winlogon; url_token,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_308.png,ok
tfidf,hdbscan,309,50,num_token; hex_token; source_evt; provider; identifier; source; strings; computer; windev; eval; record; event; level; staterepository; cd; pushnotifications; platform; false; true; fe,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_309.png,ok
tfidf,hdbscan,310,45,num_token; update; source_file; parent; source; reason; usn_reason_file_create; usn_reason_close; ru; xamarinwatchos; runtimes; ref,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_310.png,ok
tfidf,hdbscan,311,16,num_token; update; source_file; parent; source; reason; usn_reason_file_create; usn_reason_close; xamarinios; xamarintvos,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_311.png,ok
tfidf,hdbscan,312,48,num_token; update; source_file; parent; source; reason; usn_reason_file_create; usn_reason_close; fr; ko; xamarinmac; monoandroid; netcore,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_312.png,ok
tfidf,hdbscan,313,54,num_token; hex_token; source_evt; provider; identifier; source; strings; computer; record; event; level; windev; eval; ab; ba; path_token; appxpackagingom; url_token; acb; appxdeployment,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_313.png,ok
tfidf,hdbscan,314,93,num_token; hex_token; source_evt; provider; identifier; source; strings; computer; windeveval; record; event; level; staterepository; cd; pushnotifications; platform; false; wcmsvc; path_token; true,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_314.png,ok
tfidf,hdbscan,315,16,num_token; source_evt; provider; identifier; hex_token; source; strings; computer; record; event; level; staterepository; win; sd; revbr; cd; pushnotifications; platform; microsoftedge; stable_,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_315.png,ok
tfidf,hdbscan,316,32,num_token; update; source_file; parent; source; reason; usn_reason_data_overwrite; usn_reason_close; evtx; operational; usn_reason_data_extend; data_; db; meta; chk; dat; jfm; resource; exhaustion; detector,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_316.png,ok
tfidf,hdbscan,317,23,num_token; source_evt; provider; identifier; acb; hex_token; source; appxdeployment; server; strings; wekyb; bbwe; computer; windeveval; record; event; level; _x; __; path_token,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_317.png,ok
tfidf,hdbscan,318,125,num_token; update; source_file; dll; parent; source; reason; usn_reason_data_overwrite; usn_reason_data_extend; usn_reason_file_create; resources; runtime; private; net; threading; security; reflection; cryptography; mcgengine; clrcompression,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_318.png,ok
tfidf,hdbscan,319,25,num_token; update; source_file; exe; parent; source; reason; usn_reason_data_extend; usn_reason_file_create; pf; bef; config; plugin; container; sig; svchost; filetypeverifier; certtrusttool; backgroundtaskhost; dumpbin,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_319.png,ok
tfidf,hdbscan,320,88,num_token; update; source_file; parent; source; reason; usn_reason_file_create,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_320.png,ok
tfidf,hdbscan,321,99,num_token; update; xml; source_file; parent; source; reason; usn_reason_data_overwrite; usn_reason_data_extend; usn_reason_file_create; runtime; componentmodel; reflection; windowsruntime; io; net; xmlserializer; primitives; interopservices; linq,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_321.png,ok
tfidf,hdbscan,322,100,num_token; update; source_file; dll; parent; source; reason; usn_reason_data_extend; usn_reason_file_create; security; servicemodel; diagnostics; globalization; mrt; msvcp; cryptography; text; linq; componentmodel; visualstudio,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_322.png,ok
tfidf,hdbscan,323,17,num_token; update; source_file; resources; dll; parent; source; reason; usn_reason_data_extend; usn_reason_file_create; sg; cciextensions; typenameutilities; ilc; il; softwarelogo; tests; gatekeeper; engine; build,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_323.png,ok
tfidf,hdbscan,324,29,num_token; update; source_file; exe; parent; source; reason; usn_reason_file_create; pf; config; runtimebroker; signtool; winappdeploycmd; nutc_driver; makenativewinmd; comparepackage; python; winmdexp; dumpbin; isxps,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_324.png,ok
tfidf,hdbscan,325,92,num_token; update; source_file; dll; parent; source; reason; usn_reason_file_create; linq; collections; numerics; msvcp; servicemodel; diagnostics; dxil; nutcui; rhbindui; vcamp; nmakeui; wex,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_325.png,ok
tfidf,hdbscan,326,22,num_token; update; source_file; resources; dll; parent; source; reason; usn_reason_file_create; softwarelogo; mcgengine; tests; reducerengine; cciextensions; gatekeeper; engine; userinterface; workflows; ilc; il,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_326.png,ok
tfidf,hdbscan,327,102,num_token; hex_token; source_evt; provider; identifier; acb; source; appxdeployment; server; strings; computer; windev; eval; record; event; level; wekyb; bbwe; _x; __,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_327.png,ok
tfidf,hdbscan,328,15,num_token; source_evt; provider; identifier; acb; hex_token; source; appxdeployment; server; strings; computer; windev; eval; record; event; level; ab; path_token,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_328.png,ok
tfidf,hdbscan,329,19,num_token; update; source_file; parent; source; reason; usn_reason_data_extend; usn_reason_file_create; ui; xaml; maps; applicationmodel; security; controls; services; localsearch; media; userdatatasks; dataprovider; authentication,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_329.png,ok
tfidf,hdbscan,330,81,num_token; update; source_file; dll; parent; source; reason; usn_reason_data_overwrite; usn_reason_data_extend; usn_reason_file_create; usn_reason_basic_info_change; usn_reason_close; io; security; diagnostics; msdia; cryptography; text; globalization; mrt,reports\week4\plots\wordclouds_full\tfidf_hdbscan_cluster_330.png,ok
